STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2024,,20.3,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2013,,15.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2014,,15.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2015,,14.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2016,,14.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2017,,13.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2018,,12.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2019,,14.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2020,,13.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2021,,13.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2022,,13.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2023,,13.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2024,,14.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2013,,15.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2014,,16.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2015,,16.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2016,,16.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2017,,15.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2018,,14.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2019,,13.4,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2020,,12.8,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2021,,12.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2022,,13.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2023,,12.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IE,Ireland,2024,,12.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2013,,9.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2014,,7.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2015,,9.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2016,,8.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2017,,10.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2018,,8.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2019,,9.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IS,Iceland,2020,,8.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2013,,19.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2014,,19.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2015,,19.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2016,,20.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2017,,20.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2018,,20.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2019,,20.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2020,,20.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2021,,20.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2022,,20.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2023,,18.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,IT,Italy,2024,,18.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2013,,20.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2014,,19.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2015,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2016,,21.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2017,,22.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2018,,22.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2019,,20.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2020,,20.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2021,,20.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2022,,20.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2023,,20.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LT,Lithuania,2024,,21.5,,p,provisional,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2013,,15.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2014,,16.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2015,,15.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2016,,15.8,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2017,,16.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2018,,16.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2019,,17.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2020,,17.4,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2021,,18.1,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2022,,17.3,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2023,,18.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LU,Luxembourg,2024,,18.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2013,,19.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2014,,21.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2015,,22.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2016,,21.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2017,,22.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2018,,23.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2019,,22.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2020,,21.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2021,,23.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2022,,22.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2023,,22.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,LV,Latvia,2024,,21.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2013,,25.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2014,,24.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2015,,24.4,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2016,,24.0,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2017,,23.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2018,,23.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2019,,24.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2020,,22.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2021,,21.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ME,Montenegro,2022,,20.3,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2013,,24.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2014,,22.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2015,,21.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2016,,21.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2017,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2018,,21.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2019,,21.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2020,,21.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2021,,23.0,,b,break in time series,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2022,,22.9,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MK,North Macedonia,2023,,22.2,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2013,,15.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2014,,15.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2015,,16.6,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2016,,16.5,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2017,,16.7,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2018,,16.8,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2019,,17.1,,,,,
dataflow,ESTAT:TESPM010(1.0),At-risk-of-poverty rate,A,Annual,PC,Percentage,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,MT,Malta,2020,,16.9,,,,,
