STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spdeps,Main expenditure type,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2020,,53414.82,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2021,,58193.27,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2022,,46571.77,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EA20,Euro area – 20 countries (from 2023),2023,,50181.71,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EE,Estonia,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2014,,26819.12,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2015,,24784.84,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2016,,34944.66,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2017,,34682.04,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2018,,29230.74,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2019,,29642.09,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2020,,53520.04,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2021,,58372.35,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2022,,46791.56,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EEA_X_LI,European Economic Area except Liechtenstein,2023,,50370.36,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2014,,868.88,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2015,,929.73,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2016,,690.14,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2017,,694.25,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2018,,592.75,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2019,,781.26,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2020,,714.91,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2021,,704.53,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2022,,952.92,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EFTA_X_LI,European Free Trade Association except Liechtenstein,2023,,866.3,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2014,,102.98,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2015,,107.25,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2016,,106.78,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2017,,106.66,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2018,,79.96,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2019,,93.34,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2020,,103.29,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2021,,145.38,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2022,,122.08,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EL,Greece,2023,,128.77,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2014,,24.5,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2015,,31.33,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2016,,44.84,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2017,,39.4,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2018,,37.25,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2019,,38.12,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2020,,32.82,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2021,,39.17,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2022,,36.26,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,ES,Spain,2023,,22.57,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2014,,26339.08,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2015,,24336.13,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2016,,33279.17,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2017,,33458.89,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU15,European Union - 15 countries (1995-2004),2018,,28398.4,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2014,,26729.53,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2015,,24710.14,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2016,,34879.29,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2017,,34625.1,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2007,European Union - 27 countries (2007-2013),2018,,29175.93,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2014,,26741.9,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2015,,24720.49,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2016,,34898.5,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2017,,34643.18,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2018,,29194.05,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2019,,29594.98,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2020,,53482.84,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2021,,58342.34,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2022,,46747.35,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU27_2020,European Union - 27 countries (from 2020),2023,,50299.64,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2014,,26741.9,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2015,,24720.49,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2016,,34898.5,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2017,,34643.18,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,EU28,European Union - 28 countries (2013-2020),2018,,29194.05,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2014,,8165.49,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2015,,7737.23,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2016,,13872,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2017,,13738.74,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2018,,11526.08,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2019,,12727.58,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2020,,22327.66,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2021,,28992.08,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2022,,25736.67,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,FR,France,2023,,29369.42,,p,provisional,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2014,,12.37,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2015,,10.35,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2016,,19.2,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2017,,18.08,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2018,,18.11,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2019,,18.29,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2020,,18.7,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2021,,17.85,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2022,,18.57,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HR,Croatia,2023,,20.39,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2015,,0,,b,break in time series,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2016,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2020,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2021,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2022,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,HU,Hungary,2023,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,IS,Iceland,2014,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,IS,Iceland,2015,,0,,,,,
dataflow,ESTAT:SPR_EXP_TYPE$DEFAULTVIEW(1.0),Expenditure on social protection by type of expenditure,A,Annual,OTH,Other expenditure,MIO_EUR,Million euro,IS,Iceland,2016,,0,,,,,
