DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Austria,2020,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Austria,2021,17.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Austria,2022,17.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Austria,2023,16.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Austria,2024,15.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2015,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2016,19.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2017,19.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2018,18.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2019,17.7,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2020,17.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2021,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2022,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2023,16.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Belgium,2024,16.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2015,37.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2016,37.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2017,31.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2018,26.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2019,25.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2020,25.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2021,24.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2022,25.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2023,25.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Bulgaria,2024,25.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2015,14.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2016,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2017,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2018,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2019,15.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2020,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2021,13.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2022,15.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2023,15.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Switzerland,2024,15.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2015,22.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2016,21.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2017,19.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2018,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2019,15.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2020,15.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2021,15.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2022,15.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2023,14.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Cyprus,2024,14.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2015,11.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2016,10.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2017,9.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2018,9.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2019,9.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2020,8.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2021,9.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2022,8.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2023,8.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Czechia,2024,9.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2015,18.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2016,18.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2017,16.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2018,16.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2019,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2020,18.3,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2021,19.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2022,19.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2023,19.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Germany,2024,19.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2015,19.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2016,18.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2017,19.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2018,18.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2019,18.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2020,18.1,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2021,18.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2022,17.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2023,19.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Denmark,2024,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2015,17.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2016,17.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2017,16.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2018,16.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2019,15.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2020,15.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2021,14.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2022,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2023,15.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Estonia,2024,16.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2015,35.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2016,36.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2017,35.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2018,31.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2019,30.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2020,28.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2021,29.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2022,26.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2023,24.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Greece,2024,25.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2015,29.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2016,29.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2017,27.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2018,26.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2019,25.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2020,25.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2021,27.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2022,24.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2023,25.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Spain,2024,25.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2015,23.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2016,22.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2017,21.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2019,19.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2020,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2021,20.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2022,20.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2023,19.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,European Union - 27 countries (from 2020),2024,19.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2015,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2016,15.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2017,14.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2018,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2019,12.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2020,12.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2021,12.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2022,13.7,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2023,14.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Finland,2024,15.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2015,17.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2016,18.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2017,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2018,17.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2019,17.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2020,17.8,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2021,17.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2022,19.7,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2023,19.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,France,2024,18.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2015,20.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2016,19.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2017,19.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2018,16.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2019,15.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2020,14.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2021,14.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2022,13.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2023,14.2,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Croatia,2024,15.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2015,29.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2016,26.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2017,24.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2018,18.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2019,20.1,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2020,17.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2021,16.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2022,16.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2023,16.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Hungary,2024,15.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2015,22.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2016,19.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2017,18.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2018,17.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2019,18.3,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2020,16.4,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2021,16.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2022,16.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2023,15.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Ireland,2024,13.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2015,13.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2016,12.8,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2017,13.6,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2018,13.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2019,13.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Iceland,2020,12.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2015,29.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2016,29.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2017,28.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2018,27.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2019,25.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2020,26.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2021,27.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2022,26.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2023,23.3,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Italy,2024,22.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2015,25.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2016,24.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2017,22.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2018,20.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2019,20.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2020,17.9,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2021,15.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2022,17.5,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2023,17.2,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Lithuania,2024,17.6,p,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2015,17.4,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2016,17.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2017,17.1,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2018,18.0,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2019,18.7,,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2020,18.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2021,20.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2022,19.0,b,
ESTAT:ILC_PEPS01N(1.0),30/10/25 23:00:00,Annual,Percentage,From 25 to 49 years,Total,Luxembourg,2023,19.8,,
